Differences in Semantics of ZAI and ZHENGZAI,,,,,
Verbs,Situation Type,ZAI,ZHENGZAI,[+Durative/-Durative],[+Dynamic/-Dynamic]
吃一个邻居妇女的尸体,Activity,1,0,[+Durative],[+Dynamic]
吃一只野兔,Activity,0,1,[+Durative],[+Dynamic]
吃早饭,Activity,1,2,[+Durative],[+Dynamic]
吃早粥,Activity,0,1,[+Durative],[+Dynamic]
吃长饭,Activity,1,0,[+Durative],[+Dynamic]
吃自己的手,Activity,0,1,[+Durative],[+Dynamic]
吃自己卖出去的鱼,Activity,1,0,[+Durative],[+Dynamic]
冲凉水米劳糟,Activity,0,1,[+Durative],[+Dynamic]
冲破原有体制的束缚,Transition,0,1,[+Durative],[+Dynamic]
抽,Activity,0,1,[+Durative],[+Dynamic]
抽气,Activity,2,0,[+Durative],[+Dynamic]
抽泣,Activity,2,0,[+Durative],[+Dynamic]
抽他的纸烟,Activity,1,0,[+Durative],[+Dynamic]
抽芽,Activity,1,0,[+Durative],[+Dynamic]
抽烟,Activity,10,6,[+Durative],[+Dynamic]
怕什么,State,1,0,[+Durative],[-Dynamic]
筹备,Activity,3,6,[+Durative],[+Dynamic]
筹备安装,Activity,0,1,[+Durative],[+Dynamic]
筹备包括有丰富的文娱节目的和平集会,Activity,0,1,[+Durative],[+Dynamic]
筹备成立,Activity,0,1,[+Durative],[+Dynamic]
筹备成立武术联合会,Activity,1,0,[+Durative],[+Dynamic]
筹备成立职工消费合作社,Activity,0,1,[+Durative],[+Dynamic]
筹备第六轮六方会谈第二阶段会议,Activity,0,1,[+Durative],[+Dynamic]
筹备盖新房子,Activity,0,1,[+Durative],[+Dynamic]
筹备和试办,Activity,0,1,[+Durative],[+Dynamic]
筹备恢复,Activity,0,1,[+Durative],[+Dynamic]
筹备建立博士后流动站,Activity,0,1,[+Durative],[+Dynamic]
筹备建立园区非公党委,Activity,0,1,[+Durative],[+Dynamic]
筹备建设国家级轮轴技术研究中心,Activity,0,1,[+Durative],[+Dynamic]
筹备将于七月七日在瑞士洛桑举行的世界母亲大会,Activity,0,1,[+Durative],[+Dynamic]
筹备举行一个展览会,Activity,0,1,[+Durative],[+Dynamic]
筹备设立特殊目的机构,Activity,0,1,[+Durative],[+Dynamic]
筹备摄制,Activity,0,1,[+Durative],[+Dynamic]
筹备双十节的提灯大会,Activity,0,1,[+Durative],[+Dynamic]
筹备一个工会式的组织,Activity,1,0,[+Durative],[+Dynamic]
筹备一切,Activity,0,1,[+Durative],[+Dynamic]
筹备迎接解放的各种活动,Activity,1,0,[+Durative],[+Dynamic]
筹备于八月五日举行要求禁止原子武器的市民大会,Activity,1,0,[+Durative],[+Dynamic]
筹备于在英国举行的世界性会议,Activity,0,1,[+Durative],[+Dynamic]
筹划,Activity,0,2,[+Durative],[+Dynamic]
筹划归程的机票,Activity,1,0,[+Durative],[+Dynamic]
筹划建立中华革命军的事,Activity,0,1,[+Durative],[+Dynamic]
筹划今晚上怎样才可以逃脱她的虎口,Activity,1,0,[+Durative],[+Dynamic]
筹划举办,Activity,1,0,[+Durative],[+Dynamic]
筹划上海的武装起义,Activity,0,1,[+Durative],[+Dynamic]
筹划应付的办法,Activity,1,0,[+Durative],[+Dynamic]
踌躇,Activity,3,3,[+Durative],[+Dynamic]
踌蹰将来的家计,Activity,1,0,[+Durative],[+Dynamic]
踌蹰什么,Activity,1,0,[+Durative],[+Dynamic]
出,Activity,1,0,[+Durative],[+Dynamic]
出版,Transition,1,1,[-Durative],[+Dynamic]
出版一套杂文丛书,Transition,0,1,[-Durative],[+Dynamic]
出操,Activity,0,1,[+Durative],[+Dynamic]
出汗,Activity,1,0,[+Durative],[+Dynamic]
出力,Activity,1,0,[+Durative],[+Dynamic]
出现,Transition,2,2,[+Durative],[+Dynamic]
出现群芳竞春、百花争艳的景象,Transition,0,1,[+Durative],[+Dynamic]
出现新的情况,Transition,0,1,[+Durative],[+Dynamic]
出血,Activity,0,1,[+Durative],[+Dynamic]
出洋相,Activity,1,0,[+Durative],[+Dynamic]
出一个方子,Activity,1,0,[+Durative],[+Dynamic]
出早操,Activity,0,1,[+Durative],[+Dynamic]
出主意,Activity,1,0,[+Durative],[+Dynamic]
锄草,Activity,1,0,[+Durative],[+Dynamic]
锄地,Activity,0,2,[+Durative],[+Dynamic]
锄他的地,Activity,1,0,[+Durative],[+Dynamic]
锄自留地,Activity,0,1,[+Durative],[+Dynamic]
处理,Activity,1,0,[+Durative],[+Dynamic]
处理国家大事,Activity,1,0,[+Durative],[+Dynamic]
处理妓女问题,Activity,0,1,[+Durative],[+Dynamic]
处理进NBA的一些细节问题,Activity,1,0,[+Durative],[+Dynamic]
处理王治郅的事情,Activity,1,0,[+Durative],[+Dynamic]
处理危机,Activity,1,0,[+Durative],[+Dynamic]
处理一辆危化品车辆疲劳驾驶工单,Activity,0,1,[+Durative],[+Dynamic]
处理有关肃奸事宜,Activity,0,1,[+Durative],[+Dynamic]
穿出大气层,Transition,0,1,[+Durative],[+Dynamic]
穿潜水衣,Activity,0,1,[+Durative],[+Dynamic]
穿她自己手制的中国料的西装,Activity,1,0,[+Durative],[+Dynamic]
穿鞋,Activity,1,0,[+Durative],[+Dynamic]
穿一件消过毒的隔离衣,Activity,0,1,[+Durative],[+Dynamic]
穿衣,Activity,0,1,[+Durative],[+Dynamic]
穿衣服,Activity,4,1,[+Durative],[+Dynamic]
穿衣裳,Activity,3,0,[+Durative],[+Dynamic]
传,Activity,2,0,[+Durative],[+Dynamic]
喘,Activity,1,0,[+Durative],[+Dynamic]
喘气,Activity,2,2,[+Durative],[+Dynamic]
串村,Activity,1,0,[+Durative],[+Dynamic]
创造,Transition,4,2,[+Durative],[+Dynamic]
创造各种优良的条件,Transition,0,1,[+Durative],[+Dynamic]
创造更多的公共产品,Transition,0,1,[+Durative],[+Dynamic]
创造更好条件,Transition,0,1,[+Durative],[+Dynamic]
创造更美好的未来,Transition,0,1,[+Durative],[+Dynamic]
创造价值,Transition,1,0,[+Durative],[+Dynamic]
创造条件,Transition,1,0,[+Durative],[+Dynamic]
创造条件以便使所有的田间费力工作在一九六零年完全机械化,Transition,0,1,[+Durative],[+Dynamic]
创造一切先决条件来继续推进这个胜利的发展,Transition,0,1,[+Durative],[+Dynamic]
创造源源不断的红利,Transition,0,1,[+Durative],[+Dynamic]
创造祖国灿烂的未来,Transition,0,1,[+Durative],[+Dynamic]
创作,Activity,1,3,[+Durative],[+Dynamic]
创作一部名为“九州同”的交响乐,Activity,0,1,[+Durative],[+Dynamic]
吹,Activity,6,0,[+Durative],[+Dynamic]
吹大气,Activity,1,0,[+Durative],[+Dynamic]
吹笛子,Activity,1,0,[+Durative],[+Dynamic]
吹风,Activity,2,0,[+Durative],[+Dynamic]
吹哨,Activity,1,0,[+Durative],[+Dynamic]
吹哨子,Activity,1,0,[+Durative],[+Dynamic]
吹箫,Activity,1,0,[+Durative],[+Dynamic]
吹一种呜呜的声音,Activity,1,0,[+Durative],[+Dynamic]
刺激她,Activity,1,0,[+Durative],[+Dynamic]
刺激消费者的胃口,Activity,1,0,[+Durative],[+Dynamic]
刺激英苏,Activity,1,0,[+Durative],[+Dynamic]
催促,Activity,3,1,[+Durative],[+Dynamic]
催促他们的同伴,Activity,1,0,[+Durative],[+Dynamic]
催促她,Activity,1,0,[+Durative],[+Dynamic]
催促我们,Activity,1,0,[+Durative],[+Dynamic]
催房钱,Activity,1,0,[+Durative],[+Dynamic]
催枚少爷上轿,Activity,1,0,[+Durative],[+Dynamic]
催她,Activity,1,0,[+Durative],[+Dynamic]
催她“快叫，快叫”,Activity,1,0,[+Durative],[+Dynamic]
催她走,Activity,1,0,[+Durative],[+Dynamic]
催我动身,Activity,1,0,[+Durative],[+Dynamic]
搓牌,Activity,0,1,[+Durative],[+Dynamic]
搓手擦拳,Activity,0,1,[+Durative],[+Dynamic]
搭彩门,Activity,0,1,[+Durative],[+Dynamic]
搭彩棚,Activity,0,1,[+Durative],[+Dynamic]
搭车收费,Activity,1,0,[+Durative],[+Dynamic]
答复问题,Activity,1,0,[+Durative],[+Dynamic]
答应,Activity,1,0,[+Durative],[+Dynamic]
打,Activity,7,3,[+Durative],[+Dynamic]
打120分,Activity,0,1,[+Durative],[+Dynamic]
打爸爸,Activity,1,0,[+Durative],[+Dynamic]
打摆子,Activity,3,1,[+Durative],[+Dynamic]
打半场,Activity,1,0,[+Durative],[+Dynamic]
打扮,Activity,0,1,[+Durative],[+Dynamic]
打布蒙的鼓,Activity,1,0,[+Durative],[+Dynamic]
打颤,Activity,2,0,[+Durative],[+Dynamic]
打倒军阀,Transition,1,0,[-Durative],[+Dynamic]
打得热火朝天,Transition,0,1,[-Durative],[+Dynamic]
打敌机,Activity,0,1,[+Durative],[+Dynamic]
打电话,Activity,3,4,[+Durative],[+Dynamic]
打电话联系灾区的医院和相关收留单位,Activity,1,0,[+Durative],[+Dynamic]
打电脑游戏,Activity,0,1,[+Durative],[+Dynamic]
打抖,Activity,1,0,[+Durative],[+Dynamic]
打工,Activity,2,0,[+Durative],[+Dynamic]
打鼓,Activity,1,0,[+Durative],[+Dynamic]
打鬼子,Activity,1,0,[+Durative],[+Dynamic]
打鬼子碉堡,Activity,1,0,[+Durative],[+Dynamic]
打鼾,Activity,4,0,[+Durative],[+Dynamic]
打糊涂主意,Activity,2,0,[+Durative],[+Dynamic]
打击报复,Activity,1,0,[+Durative],[+Dynamic]
打击灵姗,Activity,1,0,[+Durative],[+Dynamic]
打击什么东西,Activity,1,0,[+Durative],[+Dynamic]
打机枪,Activity,0,1,[+Durative],[+Dynamic]
打架,Activity,1,0,[+Durative],[+Dynamic]
打交道,Activity,1,0,[+Durative],[+Dynamic]
打开,Transition,1,3,[-Durative],[+Dynamic]
打开电视,Transition,0,1,[-Durative],[+Dynamic]
打开回忆的门,Transition,0,1,[-Durative],[+Dynamic]
打开箱子来,Transition,0,1,[-Durative],[+Dynamic]
打磕睡,Activity,1,0,[+Durative],[+Dynamic]
打瞌睡,Activity,7,2,[+Durative],[+Dynamic]
打老虎,Activity,0,1,[+Durative],[+Dynamic]
打离婚,Activity,1,0,[+Durative],[+Dynamic]
打量,Activity,2,0,[+Durative],[+Dynamic]
打量他,Activity,1,0,[+Durative],[+Dynamic]
打量他们,Activity,0,1,[+Durative],[+Dynamic]
打量我,Activity,1,1,[+Durative],[+Dynamic]
打量吴少奶奶的居丧素装,Activity,1,0,[+Durative],[+Dynamic]
打量这个壮壮实实的儿子,Activity,1,0,[+Durative],[+Dynamic]
打量这一切,Activity,1,0,[+Durative],[+Dynamic]
打量周围动静,Activity,0,1,[+Durative],[+Dynamic]
打领结,Activity,1,0,[+Durative],[+Dynamic]
打麻将,Activity,1,2,[+Durative],[+Dynamic]
打毛线、看小说、闲聊天,Activity,1,0,[+Durative],[+Dynamic]
打门,Activity,1,1,[+Durative],[+Dynamic]
打磨铁板上的锈迹,Activity,1,0,[+Durative],[+Dynamic]
打那个录音机,Activity,1,0,[+Durative],[+Dynamic]
打内战,Activity,1,0,[+Durative],[+Dynamic]
打你主意,Activity,1,0,[+Durative],[+Dynamic]
打拍子,Activity,1,0,[+Durative],[+Dynamic]
打牌,Activity,13,3,[+Durative],[+Dynamic]
打牌九,Activity,1,0,[+Durative],[+Dynamic]
打喷嚏,Activity,1,0,[+Durative],[+Dynamic]
打破,Transition,1,0,[+Durative],[+Dynamic]
打钱的主意,Activity,0,2,[+Durative],[+Dynamic]
打枪,Activity,2,0,[+Durative],[+Dynamic]
打球,Activity,3,1,[+Durative],[+Dynamic]
打扫,Activity,0,1,[+Durative],[+Dynamic]
打扫楚地居门前的空地,Activity,0,1,[+Durative],[+Dynamic]
打扫教室,Activity,0,1,[+Durative],[+Dynamic]
打扫卫生,Activity,1,0,[+Durative],[+Dynamic]
打谁,Activity,1,0,[+Durative],[+Dynamic]
打什么小算盘,Activity,1,0,[+Durative],[+Dynamic]
打什么主意,Activity,2,0,[+Durative],[+Dynamic]
打暑期工,Activity,0,1,[+Durative],[+Dynamic]
打水,Activity,1,1,[+Durative],[+Dynamic]
怕毓芳,State,1,0,[+Durative],[-Dynamic]
爱加林,State,1,0,[+Durative],[-Dynamic]
爱李静淑,State,1,0,[+Durative],[-Dynamic]
打算盘,Activity,1,0,[+Durative],[+Dynamic]
爱你,State,1,0,[+Durative],[-Dynamic]
爱他,State,5,0,[+Durative],[-Dynamic]
爱她,State,3,0,[+Durative],[-Dynamic]
爱我,State,2,0,[+Durative],[-Dynamic]
打唆哈,Activity,1,0,[+Durative],[+Dynamic]
打他的主意,Activity,0,1,[+Durative],[+Dynamic]
打它的主意,Activity,1,0,[+Durative],[+Dynamic]
打探我们这个机构和我们这些人,Activity,0,1,[+Durative],[+Dynamic]
打探这信箱的地址,Activity,1,0,[+Durative],[+Dynamic]
打天九,Activity,0,1,[+Durative],[+Dynamic]
打铁,Activity,1,0,[+Durative],[+Dynamic]
打听,Activity,1,0,[+Durative],[+Dynamic]
打听你,Activity,1,1,[+Durative],[+Dynamic]
打听他的工友邱文泉同志的消息,Activity,1,0,[+Durative],[+Dynamic]
打听消息,Activity,1,0,[+Durative],[+Dynamic]
打铜器,Activity,1,0,[+Durative],[+Dynamic]
打心理战,Activity,1,0,[+Durative],[+Dynamic]
打旋旋,Activity,1,0,[+Durative],[+Dynamic]
打烟泡,Activity,1,0,[+Durative],[+Dynamic]
打药,Activity,0,1,[+Durative],[+Dynamic]
打一场游击战,Activity,1,0,[+Durative],[+Dynamic]
打一个骨瘦如柴的逃荒孩子,Activity,1,0,[+Durative],[+Dynamic]
打游戏,Activity,1,0,[+Durative],[+Dynamic]
打友谊赛,Activity,1,0,[+Durative],[+Dynamic]
打仗,Activity,4,2,[+Durative],[+Dynamic]
打主意,Activity,3,0,[+Durative],[+Dynamic]
打自己的脸,Activity,2,0,[+Durative],[+Dynamic]
打自己的算盘,Activity,1,0,[+Durative],[+Dynamic]
打自己的嘴巴,Activity,1,0,[+Durative],[+Dynamic]
打字,Activity,0,1,[+Durative],[+Dynamic]
打嘴仗,Activity,1,0,[+Durative],[+Dynamic]
打坐还是上课,Activity,1,0,[+Durative],[+Dynamic]
代理,Activity,1,0,[+Durative],[+Dynamic]
代替,Activity,0,4,[+Durative],[+Dynamic]
代替历史一字一句地讲出上述这句话,Activity,1,0,[+Durative],[+Dynamic]
带电话,Activity,1,0,[+Durative],[+Dynamic]
带回,Transition,0,1,[+Durative],[+Dynamic]
戴三四百年前底冠子,Activity,1,0,[+Durative],[+Dynamic]
担粪,Activity,0,1,[+Durative],[+Dynamic]
担任游动哨,Activity,0,1,[+Durative],[+Dynamic]
担心,Activity,17,2,[+Durative],[+Dynamic]
担心地下党和我们联系不上,Activity,1,0,[+Durative],[+Dynamic]
担心社能不能办好,Activity,1,0,[+Durative],[+Dynamic]
担心他的忠心,Activity,1,0,[+Durative],[+Dynamic]
担心他是否有这样飞涧跨谷的奇能,Activity,1,0,[+Durative],[+Dynamic]
担心徐以显转来,Activity,0,1,[+Durative],[+Dynamic]
担心志刚会把看见的事说出去,Activity,1,0,[+Durative],[+Dynamic]
担忧,State,2,0,[+Durative],[-Dynamic]
耽心什么,Activity,1,0,[+Durative],[+Dynamic]
当“招待”,Activity,1,0,[+Durative],[+Dynamic]
当帮手,Activity,1,0,[+Durative],[+Dynamic]
当部长,Activity,1,0,[+Durative],[+Dynamic]
当官,Activity,1,0,[+Durative],[+Dynamic]
当教员,Activity,0,1,[+Durative],[+Dynamic]
当少爷,Activity,1,0,[+Durative],[+Dynamic]
挡路,Activity,1,0,[+Durative],[+Dynamic]
挡住什么凶恶的敌人,Transition,1,0,[+Durative],[+Dynamic]
捣毁鬼子的仓库,Transition,1,0,[+Durative],[+Dynamic]
捣乱,Activity,2,0,[+Durative],[+Dynamic]
到来,Transition,0,9,[-Durative],[+Dynamic]
倒,Activity,0,1,[+Durative],[+Dynamic]
倒酒,Activity,1,1,[+Durative],[+Dynamic]
倒两大桶豆油,Activity,1,0,[+Durative],[+Dynamic]
倒葡萄酒,Activity,0,1,[+Durative],[+Dynamic]
悼念我,Activity,1,0,[+Durative],[+Dynamic]
悼念自己,Activity,1,0,[+Durative],[+Dynamic]
道歉,Activity,1,0,[+Durative],[+Dynamic]
得到报偿,Transition,0,1,[-Durative],[+Dynamic]
得到改变,Transition,0,1,[-Durative],[+Dynamic]
得到改善,Transition,0,1,[-Durative],[+Dynamic]
得到巩固和发展,Transition,0,1,[-Durative],[+Dynamic]
得到恢复,Transition,0,1,[-Durative],[+Dynamic]
得到落实,Transition,0,1,[-Durative],[+Dynamic]
得到有效防范,Transition,0,1,[-Durative],[+Dynamic]
登记病号饭,Activity,0,1,[+Durative],[+Dynamic]
登山,Activity,0,1,[+Durative],[+Dynamic]
登一道阶梯,Activity,1,0,[+Durative],[+Dynamic]
登一座小山,Activity,0,1,[+Durative],[+Dynamic]
等,Activity,12,0,[+Durative],[+Dynamic]
等203路,Activity,1,0,[+Durative],[+Dynamic]
等车,Activity,1,0,[+Durative],[+Dynamic]
等车接他们到昆明去,Activity,0,1,[+Durative],[+Dynamic]
等车子,Activity,2,0,[+Durative],[+Dynamic]
等出租车,Activity,1,0,[+Durative],[+Dynamic]
等待,Activity,9,0,[+Durative],[+Dynamic]
等待曹变蛟和左光先的战斗结果,Activity,0,1,[+Durative],[+Dynamic]
等待车子追上来,Activity,1,0,[+Durative],[+Dynamic]
等待吃什么,Activity,0,1,[+Durative],[+Dynamic]
等待答复,Activity,1,0,[+Durative],[+Dynamic]
等待对方先说话,Activity,1,0,[+Durative],[+Dynamic]
等待顾客,Activity,1,0,[+Durative],[+Dynamic]
等待观望,Activity,1,0,[+Durative],[+Dynamic]
等待好消息,Activity,1,0,[+Durative],[+Dynamic]
等待结果,Activity,1,0,[+Durative],[+Dynamic]
等待解放军去接收,Activity,1,0,[+Durative],[+Dynamic]
等待看他的戏,Activity,1,0,[+Durative],[+Dynamic]
等待科学家给出准确答案,Activity,1,0,[+Durative],[+Dynamic]
等待灵感与经验,Activity,1,0,[+Durative],[+Dynamic]
等待那边的父母为他争取到烈士称号,Activity,1,0,[+Durative],[+Dynamic]
等待那顿意料之中的盘诘和训斥降临,Activity,1,0,[+Durative],[+Dynamic]
等待奇迹,Activity,1,0,[+Durative],[+Dynamic]
等待球进篮,Activity,1,0,[+Durative],[+Dynamic]
等待什么,Activity,4,1,[+Durative],[+Dynamic]
等待什么人,Activity,1,0,[+Durative],[+Dynamic]
等待什么人回家,Activity,1,0,[+Durative],[+Dynamic]
等待他,Activity,3,0,[+Durative],[+Dynamic]
等待他的反应,Activity,1,0,[+Durative],[+Dynamic]
等待他的回答,Activity,1,0,[+Durative],[+Dynamic]
等待他们,Activity,2,0,[+Durative],[+Dynamic]
等待它的痊愈,Activity,0,1,[+Durative],[+Dynamic]
等待她,Activity,2,0,[+Durative],[+Dynamic]
等待她那曾燃起情霞的呼吸,Activity,1,0,[+Durative],[+Dynamic]
等待她去,Activity,1,0,[+Durative],[+Dynamic]
等待我的拥抱,Activity,1,0,[+Durative],[+Dynamic]
等待我们,Activity,2,0,[+Durative],[+Dynamic]
等待我那一声“中午好”,Activity,1,0,[+Durative],[+Dynamic]
等待向玛瑙山突然扑来,Activity,0,1,[+Durative],[+Dynamic]
等待小贝的宣判,Activity,1,0,[+Durative],[+Dynamic]
等待新的投资风口,Activity,1,0,[+Durative],[+Dynamic]
等待新年的赏钱和娱乐,Activity,1,0,[+Durative],[+Dynamic]
等待新一代的阅读器,Activity,0,1,[+Durative],[+Dynamic]
等待一次大显身手的机会,Activity,1,0,[+Durative],[+Dynamic]
等待一次重大的判断错误来设法公开把他去掉,Activity,1,0,[+Durative],[+Dynamic]
等待一个奇迹,Activity,1,0,[+Durative],[+Dynamic]
等待一个心上人,Activity,1,0,[+Durative],[+Dynamic]
等待一个忠诚的朋友坐上去,Activity,1,0,[+Durative],[+Dynamic]
等待英国澄清,Activity,1,0,[+Durative],[+Dynamic]
等待这个报告,Activity,1,0,[+Durative],[+Dynamic]
等待这个残老的动物,Activity,1,0,[+Durative],[+Dynamic]
等待这样一部戏,Activity,1,0,[+Durative],[+Dynamic]
等待政府尽快地公布它的详细的纲领,Activity,1,0,[+Durative],[+Dynamic]
等待自己,Activity,1,0,[+Durative],[+Dynamic]
等待最后的结局,Activity,1,0,[+Durative],[+Dynamic]
等电话,Activity,1,0,[+Durative],[+Dynamic]
等犯人说什么,Activity,1,0,[+Durative],[+Dynamic]
等稿子,Activity,0,1,[+Durative],[+Dynamic]
等工,Activity,1,0,[+Durative],[+Dynamic]
等工作,Activity,1,0,[+Durative],[+Dynamic]
等候,Activity,3,0,[+Durative],[+Dynamic]
等候红娘子回来一同吃饭并商议大事,Activity,0,1,[+Durative],[+Dynamic]
等候麾下人豫,Activity,1,0,[+Durative],[+Dynamic]
等候开寨门,Activity,1,0,[+Durative],[+Dynamic]
等候命令,Activity,0,1,[+Durative],[+Dynamic]
等候那个可怕的爆发,Activity,1,0,[+Durative],[+Dynamic]
等候亲人汇款的佳音,Activity,0,1,[+Durative],[+Dynamic]
等候青天大老爷救他一命一样,Activity,1,0,[+Durative],[+Dynamic]
等候商州那边的消息,Activity,0,1,[+Durative],[+Dynamic]
等候什么噩兆,Activity,1,0,[+Durative],[+Dynamic]
等候什么人,Activity,1,0,[+Durative],[+Dynamic]
等候他,Activity,2,0,[+Durative],[+Dynamic]
等候他的归来,Activity,0,1,[+Durative],[+Dynamic]
等候他的主意,Activity,1,0,[+Durative],[+Dynamic]
等候他们,Activity,1,0,[+Durative],[+Dynamic]
等候她,Activity,2,0,[+Durative],[+Dynamic]
等候她们,Activity,1,0,[+Durative],[+Dynamic]
等候她说最后的什么话,Activity,1,0,[+Durative],[+Dynamic]
等候我们,Activity,1,0,[+Durative],[+Dynamic]
等候这架直升机的救援,Activity,1,0,[+Durative],[+Dynamic]
等候总经理,Activity,2,0,[+Durative],[+Dynamic]
等机,Activity,1,0,[+Durative],[+Dynamic]
等机会,Activity,1,1,[+Durative],[+Dynamic]
等李青,Activity,1,0,[+Durative],[+Dynamic]
等两个伙计一道走,Activity,1,0,[+Durative],[+Dynamic]
等妈妈夸奖他几句,Activity,1,0,[+Durative],[+Dynamic]
等买什么好东西,Activity,1,0,[+Durative],[+Dynamic]
等密斯胡,Activity,1,0,[+Durative],[+Dynamic]
等你,Activity,16,1,[+Durative],[+Dynamic]
等你答应的礼物,Activity,1,0,[+Durative],[+Dynamic]
等你的好消息,Activity,1,0,[+Durative],[+Dynamic]
等你请他吃中国菜,Activity,1,0,[+Durative],[+Dynamic]
等你上课,Activity,1,0,[+Durative],[+Dynamic]
等你收干女儿,Activity,1,0,[+Durative],[+Dynamic]
